,Sphere,Rastrigin,Ackley,Griewank,Schwefel P2.22,Rosenbrock,Sehwwefel P2.21,Quartic,Schwefel P1.2,Penalized 1,Penalized 2,Schwefel P2.26,Step,Kowalik,Shekel Foxholes,Goldstein-Price,Shekel 5,Branin,Hartmann 3,Shekel 7,Shekel 10,Six-Hump Camel-Back,Hartmann 6,Zakharov,Sum Squares,Alpine,Michalewicz,Exponential,Schaffer,Bent Cigar,Bohachevsky 1,Elliptic,Drop Wave,Cosine Mixture,Ellipsoidal,Levy and Montalvo 1
avg,7.706213599506212e-65,1.0658141036401502e-16,3.9257486150745535e-15,0.01352760765993371,4.8209915701355855e-51,28.62359396463798,55.097774910099815,0.011551745925184154,39612.09164930074,0.4309653755292064,0.2583120243378488,-9025.794774147058,0.1,0.0015067426887296522,1.0377649328363199,3.5410952827597426,-7.052115003709014,0.39796544212956114,-3.8627740291969697,-7.18274208058443,-7.251642922617467,-1.0316284282116828,-3.2671365033391977,366.685716470595,5.148203765650597e-68,5.85543576888479,-1.8013013448120887,-1.0,0.008096924501243344,1.2523617536302028e-60,0.0,1.3611147965947385e-67,-0.9770483180108398,-3.0,65.1755042871328,0.09147123464272966
std,5.375326453701321e-64,4.218613755937611e-16,3.136867129376826e-15,0.05358831538506504,3.355600641620481e-50,0.0766496640602813,7.767331318611647,0.012688149961064151,9219.77977773271,1.6164626970626026,0.15417046843388435,1529.3641016321033,0.2999999999999998,0.003924430540320801,0.1947887249224524,3.787633113263125,3.0763626576461274,0.00014965490731006024,1.654677873309517e-05,3.189509984202903,2.9774365920741865,4.522140041908922e-08,0.05925883203937083,77.47642364480033,1.9303960544174886e-67,7.802660148833475,6.879003500911735e-06,4.965068306494546e-17,0.010632565456206854,8.142891753503064e-60,0.0,6.931799605768785e-67,0.030602242652213358,8.881784197001253e-17,26.4484721789162,0.35485452452783534
worst,3.8397777875084015e-63,1.7763568394002505e-15,1.4654943925052066e-14,0.23699274879790533,2.397121164696093e-49,28.695285957072272,72.16490927638522,0.06014700360079319,61219.98576165991,9.074541009594803,0.7761982953613655,-7006.121675612845,1.0,0.02060974724510739,1.992030900257441,30.05452707514568,-2.6266502463568937,0.39846481876108264,-3.8626954294460414,-1.8314344529698467,-2.626205921099597,-1.0316282741001699,-3.202270210422429,619.3334284205436,1.2153352762373819e-66,22.366033660966824,-1.8012547958511669,-0.9999999999999999,0.0563646838404413,5.811057670512519e-59,0.0,4.687530676832746e-66,-0.9362453278075408,-2.9999999999999996,152.52894575922343,2.083444440663093
best,1.2849911052069893e-86,0.0,4.440892098500626e-16,0.0,4.8756939462485e-59,28.28677902390053,32.98123812144347,3.3721645508944546e-05,20464.230864189758,0.003695321646917719,0.08959884021837433,-12569.253304198919,0.0,0.0003175929550157628,0.9980038377945049,3.000000000000476,-10.152804295342762,0.3978873577332518,-3.8627821449328352,-10.402134594381076,-10.15289631760203,-1.0316284534897957,-3.321991292652571,238.853755652728,6.713187953579976e-81,2.243868604889551e-59,-1.8013034099853824,-1.0,0.0024558581714964056,6.2065135056970745e-83,0.0,3.0195510293417443e-84,-1.0,-3.0,19.017780739439264,0.0013196307037600004
ideal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12569.486618173014,0.0,0.0003074861,0.9980038377944493,3.0,-10.1532,0.39788735772973816,-3.86278214782076,-10.1532,-10.1532,-1.031628453489877,-3.32236801141551,0.0,0.0,0.0,-1.8013034100985532,-1.0,0.0,0.0,0.0,0.0,-1.0,-3.0,0.0,0.0
time,0.18547022342681885,0.1887814950942993,0.19555330753326416,0.19411652088165282,0.1877230930328369,0.1922256565093994,0.1837342643737793,0.202522349357605,0.18925308227539062,0.22649621963500977,0.2207043170928955,0.18948163986206054,0.18800092697143556,0.3499967908859253,0.3840568685531616,0.18604860305786133,0.2058703088760376,0.17913851737976075,0.20211795330047608,0.2166186761856079,0.20609437465667724,0.18141926288604737,0.20645869731903077,0.19866270542144776,0.1899355459213257,0.1908908939361572,0.18462719440460204,0.18688411235809327,0.17908632278442382,0.1917910385131836,0.1813058090209961,0.19415443897247314,0.1791909456253052,0.19366626739501952,0.1904002285003662,0.206928768157959
